segment,label,text,video,segment2,session,dialog,frames_num,wav_num
Ses04F_impro07_F044,H, party.,Ses04F_impro07,Fses04Aimprov07x44H,Session4,Session4/dialogAimprov07,44.0,23199
Ses04F_impro07_M049,H, Good. Alright we're so happy.,Ses04F_impro07,Mses04Aimprov07x49H,Session4,Session4/dialogAimprov07,140.0,74560
Ses04F_impro07_M050,H," That's right.  Um, so U.S.C. is a really nice school.",Ses04F_impro07,Mses04Aimprov07x50H,Session4,Session4/dialogAimprov07,210.0,111840
Ses04F_impro07_F047,H, I know.,Ses04F_impro07,Fses04Aimprov07x47H,Session4,Session4/dialogAimprov07,44.0,23199
Ses04F_impro07_M051,N, Are you going to take out loans or-,Ses04F_impro07,Mses04Aimprov07x51N,Session4,Session4/dialogAimprov07,98.0,52639
Ses04F_impro07_F048,H, Okay well that's not a happy part.  We don't want to talk about that.,Ses04F_impro07,Fses04Aimprov07x48H,Session4,Session4/dialogAimprov07,124.0,65759
Ses04F_impro07_F049,H," Well no.  I mean I have some scholarships and some financial aid and stuff but I'll have to, you know, I'll get a job",Ses04F_impro07,Fses04Aimprov07x49H,Session4,Session4/dialogAimprov07,181.0,96639
Ses04F_impro07_F050,H, while I'm in school.  It'll be good.,Ses04F_impro07,Fses04Aimprov07x50H,Session4,Session4/dialogAimprov07,73.0,39199
Ses04F_impro07_F051,H, Yeah.  It will work out.  Maybe I could work at Red Lobster.,Ses04F_impro07,Fses04Aimprov07x51H,Session4,Session4/dialogAimprov07,109.0,58239
Ses04F_impro07_F052,H, I know.  Right down the street.,Ses04F_impro07,Fses04Aimprov07x52H,Session4,Session4/dialogAimprov07,78.0,42079
Ses04F_impro07_M057,N," But, um-",Ses04F_impro07,Mses04Aimprov07x57N,Session4,Session4/dialogAimprov07,46.0,24640
Ses04F_impro07_M058,N," I mean, like, I don't know.  I'm just saying if you need to make some extra cash.  You can, you know",Ses04F_impro07,Mses04Aimprov07x58N,Session4,Session4/dialogAimprov07,122.0,65120
Ses04F_impro07_M059,N, Or library.,Ses04F_impro07,Mses04Aimprov07x59N,Session4,Session4/dialogAimprov07,83.0,44479
Ses04F_impro07_M060,N, I just said the library,Ses04F_impro07,Mses04Aimprov07x60N,Session4,Session4/dialogAimprov07,66.0,35200
Ses04F_impro07_M061,N," or, um, campus cruiser.  You can drive people around.",Ses04F_impro07,Mses04Aimprov07x61N,Session4,Session4/dialogAimprov07,170.0,90678
Ses04F_impro07_F058,H, Excellent.  Drive drunk people around because you know that's all campus cruisers for.,Ses04F_impro07,Fses04Aimprov07x58H,Session4,Session4/dialogAimprov07,160.0,84960
Ses04F_impro07_M062,N, Right or you can run for student counsel.,Ses04F_impro07,Mses04Aimprov07x62N,Session4,Session4/dialogAimprov07,83.0,44319
Ses04F_impro07_F059,H," Okay.  No, that's dorky.",Ses04F_impro07,Fses04Aimprov07x59H,Session4,Session4/dialogAimprov07,53.0,28479
Ses04F_impro07_M063,N, Dorky?,Ses04F_impro07,Mses04Aimprov07x63N,Session4,Session4/dialogAimprov07,36.0,19680
Ses04F_impro07_F060,H, Yeah.,Ses04F_impro07,Fses04Aimprov07x60H,Session4,Session4/dialogAimprov07,37.0,19839
Ses04F_impro07_M064,N, It's important.,Ses04F_impro07,Mses04Aimprov07x64N,Session4,Session4/dialogAimprov07,45.0,23840
Ses04F_impro07_F061,H, Student counsel?,Ses04F_impro07,Fses04Aimprov07x61H,Session4,Session4/dialogAimprov07,54.0,28800
Ses04F_impro07_F062,H," No, it's dorky.",Ses04F_impro07,Fses04Aimprov07x62H,Session4,Session4/dialogAimprov07,42.0,22400
Ses04F_impro07_M066,N, Fine.  It's dorky.,Ses04F_impro07,Mses04Aimprov07x66N,Session4,Session4/dialogAimprov07,48.0,25600
Ses04F_impro07_F063,H, Social life.  Hello.,Ses04F_impro07,Fses04Aimprov07x63H,Session4,Session4/dialogAimprov07,79.0,42079
Ses04F_impro07_M067,N, But that'll fit you  because you're a dork.,Ses04F_impro07,Mses04Aimprov07x67N,Session4,Session4/dialogAimprov07,61.0,32639
Ses04F_impro07_F064,H, [LAUGHTER].,Ses04F_impro07,Fses04Aimprov07x64H,Session4,Session4/dialogAimprov07,56.0,29641
Ses04F_impro07_F065,H, [LAUGHTER].,Ses04F_impro07,Fses04Aimprov07x65H,Session4,Session4/dialogAimprov07,35.0,18240
Ses04F_impro07_M070,H, I dork.,Ses04F_impro07,Mses04Aimprov07x70H,Session4,Session4/dialogAimprov07,39.0,21063
Ses04F_impro07_F066,H," No.  But I'm thinking I might, you know, like audition for a play or something.  I don't really want to do the sorority thing.  I'm not really feeling that vibe with the",Ses04F_impro07,Fses04Aimprov07x66H,Session4,Session4/dialogAimprov07,290.0,154399
Ses04F_impro07_M071,N," Yeah, you don't want to do the sorority thing because you'll probably get used and abused by",Ses04F_impro07,Mses04Aimprov07x71N,Session4,Session4/dialogAimprov07,163.0,86719
Ses04F_impro07_M072,N, lots of drunk frat boys,Ses04F_impro07,Mses04Aimprov07x72N,Session4,Session4/dialogAimprov07,85.0,45439
Ses04F_impro07_M073,N, Yeah.,Ses04F_impro07,Mses04Aimprov07x73N,Session4,Session4/dialogAimprov07,36.0,19519
Ses04F_impro07_F070,H, What have you heard about the Greek system?,Ses04F_impro07,Fses04Aimprov07x70H,Session4,Session4/dialogAimprov07,105.0,56159
Ses04F_impro07_M076,N," I mean it's not really free because you have to pay for it, but yeah.",Ses04F_impro07,Mses04Aimprov07x76N,Session4,Session4/dialogAimprov07,116.0,61600
Ses04F_impro07_M077,N, Well do you think you're going to live on campus or off campus your first year?,Ses04F_impro07,Mses04Aimprov07x77N,Session4,Session4/dialogAimprov07,144.0,76960
Ses04F_impro07_M079,N," I hate to break this to you but you meet people by being cool, so-",Ses04F_impro07,Mses04Aimprov07x79N,Session4,Session4/dialogAimprov07,147.0,78399
Ses04F_impro07_F074,H," Oh, oh, I'm sorry, my bad.  I'll have to, like, sign up for summer lessons from you before I go.  You can teach me how to be cool before I go to college.",Ses04F_impro07,Fses04Aimprov07x74H,Session4,Session4/dialogAimprov07,306.0,162880
Ses04F_impro07_M080,N," No, no, no.  You're right though.  I mean, you know, dorms are definitely the way to meet people.  I know that I was in an apartment off campus",Ses04F_impro07,Mses04Aimprov07x80N,Session4,Session4/dialogAimprov07,252.0,134559
Ses04F_impro07_M082,N," that happened, you know, that was going on.",Ses04F_impro07,Mses04Aimprov07x82N,Session4,Session4/dialogAimprov07,76.0,40800
Ses04F_impro07_F078,H, That's what you're saying. I'm right. [LAUGHTER],Ses04F_impro07,Fses04Aimprov07x78H,Session4,Session4/dialogAimprov07,92.0,48959
Ses04F_impro07_F079,H, me.,Ses04F_impro07,Fses04Aimprov07x79H,Session4,Session4/dialogAimprov07,34.0,18079
Ses04F_impro08_F000,H, Hello.  Thank you for calling Dell Taco Corporate.  Can I help you?,Ses04F_impro08,Fses04Aimprov08x00H,Session4,Session4/dialogAimprov08,116.0,62399
Ses04F_impro08_M001,N," Um, I basically, um I- I ordered some food",Ses04F_impro08,Mses04Aimprov08x01N,Session4,Session4/dialogAimprov08,170.0,90399
Ses04F_impro08_F001,N," Okay.  Well, Did you go through the automated menu?  Most of your requests can be taken care of through that.",Ses04F_impro08,Fses04Aimprov08x01N,Session4,Session4/dialogAimprov08,189.0,100800
Ses04F_impro08_F002,N, Okay.  Well I'd be happy to-,Ses04F_impro08,Fses04Aimprov08x02N,Session4,Session4/dialogAimprov08,71.0,38079
Ses04F_impro08_F004,N," Sir, can- can you tell me which branch you went to.  We can start there.",Ses04F_impro08,Fses04Aimprov08x04N,Session4,Session4/dialogAimprov08,178.0,95395
Ses04F_impro08_F005,N," Okay.  Um, and what was the complaint?",Ses04F_impro08,Fses04Aimprov08x05N,Session4,Session4/dialogAimprov08,138.0,73781
Ses04F_impro08_F006,N," Can you be a little more specific, sir?",Ses04F_impro08,Fses04Aimprov08x06N,Session4,Session4/dialogAimprov08,89.0,47199
Ses04F_impro08_F008,N," Well I'm very sorry, sir.  They should have dealt with it at that particular branch.  I apologize for that, uh, but we can help you.  That's no worries.  We can take care of that.  So how much did you need to be refunded?",Ses04F_impro08,Fses04Aimprov08x08N,Session4,Session4/dialogAimprov08,419.0,223520
Ses04F_impro08_M012,N," It was a hundred a sixty dollars.  I'm sorry, uh, sixteen dollars.",Ses04F_impro08,Mses04Aimprov08x12N,Session4,Session4/dialogAimprov08,180.0,95680
Ses04F_impro08_F009,N," Okay.  Um, I'm going to go ahead and transfer you over to another department.  They'll need your address.",Ses04F_impro08,Fses04Aimprov08x09N,Session4,Session4/dialogAimprov08,225.0,120000
Ses04F_impro08_M013,A," Look, I don't want to be transferred over to another- All I want to do is just give you my name and address so you can send me a check.",Ses04F_impro08,Mses04Aimprov08x13A,Session4,Session4/dialogAimprov08,260.0,138239
Ses04F_impro08_M014,A," Okay.  You understand that's all I want. Just don't give me a problem with this.  Okay, please because I'm very sensitive right now",Ses04F_impro08,Mses04Aimprov08x14A,Session4,Session4/dialogAimprov08,187.0,99754
Ses04F_impro08_M015,A," and if I get sent to another operator, I'll have to tell them the same damn story again.  I don't- I think I'm just going to lose my mind.  So if you could please just not do that, that would be great.  Thank you.",Ses04F_impro08,Mses04Aimprov08x15A,Session4,Session4/dialogAimprov08,347.0,184800
Ses04F_impro08_M016,A, You don't understand because you've never gone to Del Taco and gotten the service that I've gotten.  You don't understand.,Ses04F_impro08,Mses04Aimprov08x16A,Session4,Session4/dialogAimprov08,197.0,105279
Ses04F_impro08_M017,A, You're not going to call the other operator. You're not going to call the the other operator.,Ses04F_impro08,Mses04Aimprov08x17A,Session4,Session4/dialogAimprov08,117.0,62239
Ses04F_impro08_M018,A, You're going to fill out a form on your desk,Ses04F_impro08,Mses04Aimprov08x18A,Session4,Session4/dialogAimprov08,86.0,46079
Ses04F_impro08_M019,A, because I know you're at a desk right now in your stupid corporate building and you're going to send me a check for sixteen dollars and forty two cents.,Ses04F_impro08,Mses04Aimprov08x19A,Session4,Session4/dialogAimprov08,221.0,118079
Ses04F_impro08_M022,A, Cindy?  Cindy what?,Ses04F_impro08,Mses04Aimprov08x22A,Session4,Session4/dialogAimprov08,89.0,47199
Ses04F_impro08_M023,A," Cindy, look.  If you don't get your ass a piece of paper that has a check",Ses04F_impro08,Mses04Aimprov08x23A,Session4,Session4/dialogAimprov08,197.0,104960
Ses04F_impro08_M024,A," attached to it and you don't send it to me, I'm going to get very upset.",Ses04F_impro08,Mses04Aimprov08x24A,Session4,Session4/dialogAimprov08,118.0,62880
Ses04F_impro08_F023,A, But I'm giving you what you want.,Ses04F_impro08,Fses04Aimprov08x23A,Session4,Session4/dialogAimprov08,72.0,38239
Ses04F_script01_1_M000,N, He saw it.,Ses04F_script01_1,Mses04Ascript11x00N,Session4,Session4/dialogAscript11,54.0,28914
Ses04F_script01_1_F004,S, Did you talk to him?,Ses04F_script01_1,Fses04Ascript11x04S,Session4,Session4/dialogAscript11,71.0,37760
Ses04F_script01_1_M004,S," No, I figured the best thing was to leave him alone.",Ses04F_script01_1,Mses04Ascript11x04S,Session4,Session4/dialogAscript11,136.0,72640
Ses04F_script01_1_M005,S, I could hear him right through the floor of my room.,Ses04F_script01_1,Mses04Ascript11x05S,Session4,Session4/dialogAscript11,106.0,56517
Ses04F_script01_1_M009,A, You know that Larry's not coming back and I know it.  Why do we allow him to go on thinking that we believe with him?,Ses04F_script01_1,Mses04Ascript11x09A,Session4,Session4/dialogAscript11,194.0,103519
Ses04F_script01_1_F011,A," What do you want to do, argue with him?",Ses04F_script01_1,Fses04Ascript11x11A,Session4,Session4/dialogAscript11,71.0,37440
Ses04F_script01_1_M010,A, I don't want to argue with him but it's time that he realizes that Larry's not coming back anymore.,Ses04F_script01_1,Mses04Ascript11x10A,Session4,Session4/dialogAscript11,159.0,85119
Ses04F_script01_1_F012,A, You can't say that to him.,Ses04F_script01_1,Fses04Ascript11x12A,Session4,Session4/dialogAscript11,53.0,28319
Ses04F_script01_1_M012,A, We've got to say it to him.,Ses04F_script01_1,Mses04Ascript11x12A,Session4,Session4/dialogAscript11,57.0,30239
Ses04F_script01_1_F013,A, How are you going to prove it?  Can you prove it?,Ses04F_script01_1,Fses04Ascript11x13A,Session4,Session4/dialogAscript11,92.0,48959
Ses04F_script01_1_M013,A, For God's sake three years.  Nobody comes back after three years.  It's insane.,Ses04F_script01_1,Mses04Ascript11x13A,Session4,Session4/dialogAscript11,161.0,86239
Ses04F_script01_1_F014,A, To you it is and to me but not to him.  You can talk yourself blue in the face but there's no body and no grave so where are you?,Ses04F_script01_1,Fses04Ascript11x14A,Session4,Session4/dialogAscript11,247.0,132000
Ses04F_script01_1_F015,A, The trouble is the goddamn newspapers.  Every month some boy turns up from nowhere so the next one is going to be Larry.,Ses04F_script01_1,Fses04Ascript11x15A,Session4,Session4/dialogAscript11,194.0,103679
Ses04F_script01_1_M016,N, You know why.,Ses04F_script01_1,Mses04Ascript11x16N,Session4,Session4/dialogAscript11,63.0,33757
Ses04F_script01_1_M017,N, I'm going to ask her to marry me.,Ses04F_script01_1,Mses04Ascript11x17N,Session4,Session4/dialogAscript11,98.0,51866
Ses04F_script01_1_F018,N," Well that's only your business, Chris.",Ses04F_script01_1,Fses04Ascript11x18N,Session4,Session4/dialogAscript11,81.0,43163
Ses04F_script01_1_F019,A, What do you want me to do?  You're old enough to know your own mind.,Ses04F_script01_1,Fses04Ascript11x19A,Session4,Session4/dialogAscript11,110.0,58399
Ses04F_script01_1_M020,A, Then it isn't just my business.,Ses04F_script01_1,Mses04Ascript11x20A,Session4,Session4/dialogAscript11,93.0,49759
Ses04F_script01_1_M021,A, Sometimes you infuriate me.  You know that?  Isn't it your business too if I tell this to father and he throws a fit about it.,Ses04F_script01_1,Mses04Ascript11x21A,Session4,Session4/dialogAscript11,190.0,100927
Ses04F_script01_1_M022,A, Sometimes you have a- Sometimes you have a talent for ignoring things.,Ses04F_script01_1,Mses04Ascript11x22A,Session4,Session4/dialogAscript11,121.0,64639
Ses04F_script01_1_F022,A, I ignore what I got to ignore. The girl is Larry's girl.,Ses04F_script01_1,Fses04Ascript11x22A,Session4,Session4/dialogAscript11,134.0,71554
Ses04F_script01_1_F023,A," From father's point of view, he's not dead and you have no right to take his girl.",Ses04F_script01_1,Fses04Ascript11x23A,Session4,Session4/dialogAscript11,165.0,88531
Ses04F_script01_1_F024,A," Now you can go on from there and you know where to go, but I'm telling you I don't know where to go.  See I don't know.  Now what can I do for you?",Ses04F_script01_1,Fses04Ascript11x24A,Session4,Session4/dialogAscript11,261.0,139457
Ses04F_script01_1_F025,N, You're a considerate fellow.  There's nothing wrong in that.,Ses04F_script01_1,Fses04Ascript11x25N,Session4,Session4/dialogAscript11,106.0,56479
Ses04F_script01_1_M025,A, To hell with that.,Ses04F_script01_1,Mses04Ascript11x25A,Session4,Session4/dialogAscript11,75.0,39888
Ses04F_script01_1_M026,S, I wanted to get this settled first.,Ses04F_script01_1,Mses04Ascript11x26S,Session4,Session4/dialogAscript11,88.0,46926
Ses04F_script01_1_M028,A," and then we'll thrash it out with dad, right mom.  Don't avoid me.",Ses04F_script01_1,Mses04Ascript11x28A,Session4,Session4/dialogAscript11,132.0,70253
Ses04F_script01_1_M029,A, So what I'm not fast with women.,Ses04F_script01_1,Mses04Ascript11x29A,Session4,Session4/dialogAscript11,68.0,36159
Ses04F_script01_1_F029,A, I don't see why it has to be Annie.,Ses04F_script01_1,Fses04Ascript11x29A,Session4,Session4/dialogAscript11,80.0,42720
Ses04F_script01_1_M030,A, Because it is.,Ses04F_script01_1,Mses04Ascript11x30A,Session4,Session4/dialogAscript11,52.0,27520
Ses04F_script01_1_F030,A, Well that's a good answer but it don't answer anything.  You haven't seen her since you went to war.  It's been five years.,Ses04F_script01_1,Fses04Ascript11x30A,Session4,Session4/dialogAscript11,248.0,132517
Ses04F_script01_1_M032,S," These years when I think of someone for my wife, I think of Annie.  What do you want, a diagram?",Ses04F_script01_1,Mses04Ascript11x32S,Session4,Session4/dialogAscript11,218.0,116181
Ses04F_script01_1_F032,A, You marry that girl.  You're pronouncing him dead.  Now what happens to your father?  Do you know because I don't?,Ses04F_script01_1,Fses04Ascript11x32A,Session4,Session4/dialogAscript11,238.0,127139
Ses04F_script01_1_M034,A," I've given it three years of thought.  I hoped that if I waited, dad would forget about Larry",Ses04F_script01_1,Mses04Ascript11x34A,Session4,Session4/dialogAscript11,184.0,98188
Ses04F_script01_1_F035,A, Are you crazy?,Ses04F_script01_1,Fses04Ascript11x35A,Session4,Session4/dialogAscript11,77.0,40783
Ses04F_script01_1_F036,A, You've got a business here.  What the hell is this?,Ses04F_script01_1,Fses04Ascript11x36A,Session4,Session4/dialogAscript11,103.0,54880
Ses04F_script01_1_M038,A," The business, the business doesn't inspire me.",Ses04F_script01_1,Mses04Ascript11x38A,Session4,Session4/dialogAscript11,79.0,42079
Ses04F_script01_1_F037,A, Must you be inspired?,Ses04F_script01_1,Fses04Ascript11x37A,Session4,Session4/dialogAscript11,73.0,39039
Ses04F_script01_1_F040,A, Alright but don't think that way,Ses04F_script01_1,Fses04Ascript11x40A,Session4,Session4/dialogAscript11,133.0,70559
Ses04F_script01_1_F041,A," because what the hell did we work for?  This whole shooting match is just for you, Chris.",Ses04F_script01_1,Fses04Ascript11x41A,Session4,Session4/dialogAscript11,161.0,85920
Ses04F_script01_1_F042,A, But don't think that way.  You hear me?,Ses04F_script01_1,Fses04Ascript11x42A,Session4,Session4/dialogAscript11,111.0,59203
Ses04F_script01_1_F044,A, Yeah.  I can see that.,Ses04F_script01_1,Fses04Ascript11x44A,Session4,Session4/dialogAscript11,107.0,57159
Ses04F_script01_2_F000,A, Why did he invite her?,Ses04F_script01_2,Fses04Ascript12x00A,Session4,Session4/dialogAscript12,78.0,41303
Ses04F_script01_2_M000,N, Why does that bother you?,Ses04F_script01_2,Mses04Ascript12x00N,Session4,Session4/dialogAscript12,61.0,32647
Ses04F_script01_2_F001,A, It's been three years.  Why all of a sudden?,Ses04F_script01_2,Fses04Ascript12x01A,Session4,Session4/dialogAscript12,91.0,48671
Ses04F_script01_2_M001,N, Well maybe- maybe he just wanted to see her again.,Ses04F_script01_2,Mses04Ascript12x01N,Session4,Session4/dialogAscript12,116.0,61920
Ses04F_script01_2_M004,N, How do you know he's even thinking about it?,Ses04F_script01_2,Mses04Ascript12x04N,Session4,Session4/dialogAscript12,84.0,44479
Ses04F_script01_2_F005,A," What's going on here, Joe?",Ses04F_script01_2,Fses04Ascript12x05A,Session4,Session4/dialogAscript12,95.0,50716
Ses04F_script01_2_F006,A," No, line.",Ses04F_script01_2,Fses04Ascript12x06A,Session4,Session4/dialogAscript12,96.0,51039
Ses04F_script01_2_M007,N," Uh, Then why is she still-she's not his girl, Joe",Ses04F_script01_2,Mses04Ascript12x07N,Session4,Session4/dialogAscript12,299.0,159285
Ses04F_script01_2_F007,A," She's not his girl, Joe.  She knows she's not.",Ses04F_script01_2,Fses04Ascript12x07A,Session4,Session4/dialogAscript12,112.0,59359
Ses04F_script01_2_M008,N, You can't read her mind.,Ses04F_script01_2,Mses04Ascript12x08N,Session4,Session4/dialogAscript12,70.0,37440
Ses04F_script01_2_F008,A, Then why is she still single?  New York is full of men.  Why hasn't she married?,Ses04F_script01_2,Fses04Ascript12x08A,Session4,Session4/dialogAscript12,158.0,84511
Ses04F_script01_2_F009,A, Probably a hundred people told her she's foolish but she's waited.,Ses04F_script01_2,Fses04Ascript12x09A,Session4,Session4/dialogAscript12,140.0,74443
Ses04F_script01_2_F010,A, Because she knows what I know that's why.  She's faithful as a rock.,Ses04F_script01_2,Fses04Ascript12x10A,Session4,Session4/dialogAscript12,167.0,89132
Ses04F_script01_2_F016,A," She goes to sleep in his room and his memorial breaks in pieces.  Look, look at it.  Joe-",Ses04F_script01_2,Fses04Ascript12x16A,Session4,Session4/dialogAscript12,263.0,140180
Ses04F_script01_2_M017,A," What does that mean, me above all?  Look at you.  You're shaking.",Ses04F_script01_2,Mses04Ascript12x17A,Session4,Session4/dialogAscript12,169.0,90239
Ses04F_script01_3_M004,A, What?,Ses04F_script01_3,Mses04Ascript13x04A,Session4,Session4/dialogAscript13,35.0,18720
Ses04F_script01_3_M008,N, I guess you know this is why I asked you to come.,Ses04F_script01_3,Mses04Ascript13x08N,Session4,Session4/dialogAscript13,140.0,75113
Ses04F_script01_3_F009,H, I guess this is why I came.,Ses04F_script01_3,Fses04Ascript13x09H,Session4,Session4/dialogAscript13,90.0,47863
Ses04F_script01_3_M009,H," Ann, I love you.  I love you a great deal.  I love you.",Ses04F_script01_3,Mses04Ascript13x09H,Session4,Session4/dialogAscript13,253.0,135217
Ses04F_script01_3_M010,H, I have no imagination that's all I know to tell you.,Ses04F_script01_3,Mses04Ascript13x10H,Session4,Session4/dialogAscript13,231.0,123388
Ses04F_script01_3_M011,H, I'm embarrassing you.  I didn't want to tell it to you here.  I,Ses04F_script01_3,Mses04Ascript13x11H,Session4,Session4/dialogAscript13,145.0,77558
Ses04F_script01_3_F010,H," Chris, I've been ready a long, long time.",Ses04F_script01_3,Fses04Ascript13x10H,Session4,Session4/dialogAscript13,123.0,65759
Ses04F_script01_3_M014,N, And he's gone forever.  You're sure?,Ses04F_script01_3,Mses04Ascript13x14N,Session4,Session4/dialogAscript13,98.0,52336
Ses04F_script01_3_F012,H, You started to write me.,Ses04F_script01_3,Fses04Ascript13x12H,Session4,Session4/dialogAscript13,79.0,42397
Ses04F_script01_3_F013,H, Every day since.,Ses04F_script01_3,Fses04Ascript13x13H,Session4,Session4/dialogAscript13,77.0,40960
Ses04F_script01_3_F014,H," I was waiting for you, Chris.  Till then you never wrote and then when you did what did you say.  I mean you sure can be ambiguous you know.",Ses04F_script01_3,Fses04Ascript13x14H,Session4,Session4/dialogAscript13,259.0,137823
Ses04F_script01_3_M018,H," Give me a kiss, Ann.  Give me a-God I kissed you.",Ses04F_script01_3,Mses04Ascript13x18H,Session4,Session4/dialogAscript13,154.0,82559
Ses04F_script01_3_M019,H," I kissed Annie.  How long, how long I've been waiting to kiss you.",Ses04F_script01_3,Mses04Ascript13x19H,Session4,Session4/dialogAscript13,167.0,88826
Ses04F_script01_3_F015,H, I'll never forgive you.  Why did you wait all these years?  All I've done is sit and wonder if I was crazy for thinking of you.,Ses04F_script01_3,Fses04Ascript13x15H,Session4,Session4/dialogAscript13,225.0,120159
Ses04F_script01_3_M020,H," Annie, we're going to live now.  I'm going to make you so happy.",Ses04F_script01_3,Mses04Ascript13x20H,Session4,Session4/dialogAscript13,113.0,60451
Ses04F_script01_3_M023,S," No, nothing like that.",Ses04F_script01_3,Mses04Ascript13x23S,Session4,Session4/dialogAscript13,102.0,54227
Ses04F_script01_3_M024,S, Yes.  I suppose I have been but it's going from me.,Ses04F_script01_3,Mses04Ascript13x24S,Session4,Session4/dialogAscript13,227.0,121224
Ses04F_script01_3_M026,S, There's so many things mixed up.,Ses04F_script01_3,Mses04Ascript13x26S,Session4,Session4/dialogAscript13,162.0,86221
Ses04F_script01_3_M027,S, You remember overseas I was in command of a company?,Ses04F_script01_3,Mses04Ascript13x27S,Session4,Session4/dialogAscript13,110.0,58427
Ses04F_script01_3_F023,N," Yeah, sure.",Ses04F_script01_3,Fses04Ascript13x23N,Session4,Session4/dialogAscript13,71.0,38339
Ses04F_script01_3_M028,S, Well I lost them.,Ses04F_script01_3,Mses04Ascript13x28S,Session4,Session4/dialogAscript13,110.0,58601
Ses04F_script01_3_F024,S, How many?,Ses04F_script01_3,Fses04Ascript13x24S,Session4,Session4/dialogAscript13,65.0,34680
Ses04F_script01_3_M029,S, Just about all.,Ses04F_script01_3,Mses04Ascript13x29S,Session4,Session4/dialogAscript13,70.0,37599
Ses04F_script01_3_M030,S, It takes a lot of time to toss that off because they weren't just men.,Ses04F_script01_3,Mses04Ascript13x30S,Session4,Session4/dialogAscript13,223.0,119175
Ses04F_script01_3_M031,S," For instance, one time it had been raining several days and this kid came to me and gave me his last pair of dry socks.",Ses04F_script01_3,Mses04Ascript13x31S,Session4,Session4/dialogAscript13,306.0,162683
Ses04F_script01_3_M032,S, I put them in my pocket. that's only a little thing but these are the kind of guys I had.,Ses04F_script01_3,Mses04Ascript13x32S,Session4,Session4/dialogAscript13,256.0,136335
Ses04F_script01_3_M033,S, They didn't die.  They killed themselves for each other.  I mean that exactly.  A little more selfish and they'd have been here today.,Ses04F_script01_3,Mses04Ascript13x33S,Session4,Session4/dialogAscript13,259.0,138254
Ses04F_script01_3_M034,S," And I got this idea watching them go down.  Everything was being destroyed see, but it seemed to me that there was one new thing that was made",Ses04F_script01_3,Mses04Ascript13x34S,Session4,Session4/dialogAscript13,294.0,157119
Ses04F_script01_3_M035,S, a sort of responsibility man for man.  You understand me?,Ses04F_script01_3,Mses04Ascript13x35S,Session4,Session4/dialogAscript13,170.0,90759
Ses04F_script01_3_M036,S, And then I came home and it was amazing.,Ses04F_script01_3,Mses04Ascript13x36S,Session4,Session4/dialogAscript13,124.0,66398
Ses04F_script01_3_M039,S," I felt, what you said, ashamed somehow",Ses04F_script01_3,Mses04Ascript13x39S,Session4,Session4/dialogAscript13,131.0,70139
Ses04F_script01_3_M040,S, because nobody was changed at all.  It seemed to make suckers out of a lot of guys.,Ses04F_script01_3,Mses04Ascript13x40S,Session4,Session4/dialogAscript13,253.0,134938
Ses04F_script01_3_M041,S," I felt wrong to be alive, to open the new bank book, to drive the new car, to see the new refrigerator.",Ses04F_script01_3,Mses04Ascript13x41S,Session4,Session4/dialogAscript13,234.0,124850
Ses04F_script01_3_M043,S," when you drive the new car, you have to know that it came out of the love a man can have for a man.  You've got to be a little better because of that.",Ses04F_script01_3,Mses04Ascript13x43S,Session4,Session4/dialogAscript13,276.0,147550
Ses04F_script01_3_M044,S, Otherwise what you have is really just loot and there's blood on it.  I didn't want to take any of it.,Ses04F_script01_3,Mses04Ascript13x44S,Session4,Session4/dialogAscript13,217.0,116181
Ses04F_script01_3_M045,S, I guess that included you.,Ses04F_script01_3,Mses04Ascript13x45S,Session4,Session4/dialogAscript13,106.0,56326
Ses04F_script01_3_M047,H," Annie, Annie I'm going to make a fortune for you.",Ses04F_script01_3,Mses04Ascript13x47H,Session4,Session4/dialogAscript13,124.0,66208
Ses04F_script01_3_F030,H, What'll I do with a fortune?,Ses04F_script01_3,Fses04Ascript13x30H,Session4,Session4/dialogAscript13,86.0,46239
Ses04F_script02_1_M000,H, What time is it?  They're supposed to run around midnight.  This is great isn't it?  Look at this night we've got here.  It couldn't be better.,Ses04F_script02_1,Mses04Ascript21x00H,Session4,Session4/dialogAscript21,205.0,109572
Ses04F_script02_1_F000,N, Fine.,Ses04F_script02_1,Fses04Ascript21x00N,Session4,Session4/dialogAscript21,48.0,25439
Ses04F_script02_1_M002,H," Is that, is that-that's just foam isn't it?  I can't even tell",Ses04F_script02_1,Mses04Ascript21x02H,Session4,Session4/dialogAscript21,151.0,80639
Ses04F_script02_1_M009,H, I hope the moon stays out.  I wonder do they always run during a full moon.  I can't remember if it was full last year.  Remember?,Ses04F_script02_1,Mses04Ascript21x09H,Session4,Session4/dialogAscript21,252.0,134532
Ses04F_script02_1_M010,N," Are you cold?  Do you want my jacket?  We should have brought the blanket, our blanket.",Ses04F_script02_1,Mses04Ascript21x10N,Session4,Session4/dialogAscript21,230.0,122668
Ses04F_script02_1_M011,H," Ah, this is great, isn't it?  I didn't even think to bring a six-pack.  A six-pack would be just the ticket right about now.",Ses04F_script02_1,Mses04Ascript21x11H,Session4,Session4/dialogAscript21,191.0,101838
Ses04F_script02_1_F007,A, It's after eleven let's go home.,Ses04F_script02_1,Fses04Ascript21x07A,Session4,Session4/dialogAscript21,69.0,36843
